trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.02, 'e': 0.16041356777517274}",20,0,21.06886707384162,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
184,False,"{'a': 0.02, 'e': 0.15881742610692068}",25,0,29.743351819461065,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.02, 'e': 0.1572371663136276}",20,4,14.65793333518772,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.02, 'e': 0.1556726303679973}",30,0,25.707361408569202,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
187,False,"{'a': 0.02, 'e': 0.1541236618151314}",20,0,-13.197379522676805,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
188,False,"{'a': 0.02, 'e': 0.15259010575688386}",25,0,-20.134051247875934,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
189,False,"{'a': 0.02, 'e': 0.15107180883637084}",20,0,-1.9269289928591165,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
190,False,"{'a': 0.02, 'e': 0.14956861922263504}",25,0,32.83849432205391,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.02, 'e': 0.14808038659546244}",20,3,27.71790144483174,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.02, 'e': 0.14660696213035015}",20,0,8.743378572990679,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
193,False,"{'a': 0.02, 'e': 0.14514819848362373}",20,14,-1.1461813959644203,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.02, 'e': 0.14370394977770293}",20,0,4.2259603542451,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
195,False,"{'a': 0.02, 'e': 0.1422740715865136}",25,13,-31.609027914643033,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
196,False,"{'a': 0.02, 'e': 0.140858420921045}",20,11,15.043892191169437,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.02, 'e': 0.13945685621505094}",25,9,11.914784182953243,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.02, 'e': 0.13806923731089282}",20,8,5.099399245385713,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.02, 'e': 0.13669542544552385}",20,0,30.050132537324398,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.02, 'e': 0.1353352832366127}",20,0,-23.963029029775022,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
201,False,"{'a': 0.02, 'e': 0.13398867466880493}",20,11,-21.778185867822902,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
202,False,"{'a': 0.02, 'e': 0.13265546508012172}",30,22,8.578874481067803,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.02, 'e': 0.13133552114849303}",20,0,14.95875642910488,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
204,False,"{'a': 0.02, 'e': 0.1300287108784259}",20,0,-23.503868987559663,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
205,False,"{'a': 0.02, 'e': 0.12873490358780423}",25,0,22.42896035148455,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
206,False,"{'a': 0.02, 'e': 0.12745396989482075}",25,13,-6.8007578482317514,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
207,False,"{'a': 0.02, 'e': 0.12618578170503877}",25,0,-19.85755367609621,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
208,False,"{'a': 0.02, 'e': 0.12493021219858241}",20,8,20.16961876961931,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.02, 'e': 0.12368713581745483}",35,5,-1.2014106923988839,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",1
210,False,"{'a': 0.02, 'e': 0.1224564282529819}",20,11,-45.83308613334945,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
211,False,"{'a': 0.02, 'e': 0.12123796643338168}",30,0,-4.771525110517045,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
212,False,"{'a': 0.02, 'e': 0.12003162851145673}",25,19,7.206852270622702,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.02, 'e': 0.11883729385240965}",20,2,-15.94816738065425,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
214,False,"{'a': 0.02, 'e': 0.11765484302177918}",25,15,11.381866722857113,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.02, 'e': 0.11648415777349697}",20,0,27.521734535105843,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
216,False,"{'a': 0.02, 'e': 0.11532512103806251}",30,3,39.57336581341802,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.02, 'e': 0.1141776169108365}",30,0,8.850692784051635,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
218,False,"{'a': 0.02, 'e': 0.11304153064044985}",20,0,-23.349300991494594,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
219,False,"{'a': 0.02, 'e': 0.11191674861732888}",25,2,3.827057241351942,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
220,False,"{'a': 0.02, 'e': 0.11080315836233387}",25,0,11.949411012666088,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
221,False,"{'a': 0.02, 'e': 0.10970064851551141}",30,0,40.07061545520409,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
222,False,"{'a': 0.02, 'e': 0.10860910882495796}",25,13,19.69827628619243,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.02, 'e': 0.10752843013579495}",30,0,-9.72342877413548,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
224,False,"{'a': 0.02, 'e': 0.1064585043792528}",25,14,-1.1837370660223878,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
225,False,"{'a': 0.02, 'e': 0.10539922456186433}",20,2,15.616785271538207,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.02, 'e': 0.104350484754765}",20,6,21.845999047992265,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.02, 'e': 0.1033121800831002}",25,1,16.982562219877636,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.02, 'e': 0.10228420671553744}",35,0,0.18302334723922886,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 1}",0
229,False,"{'a': 0.02, 'e': 0.1012664618538834}",25,12,23.333943190333724,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.02, 'e': 0.1002588437228037}",25,0,-44.21217467234855,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
231,False,"{'a': 0.02, 'e': 0.09926125155964566}",25,5,31.877846458717734,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.02, 'e': 0.09827358560436154}",30,3,41.78216010520187,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.02, 'e': 0.09729574708953276}",20,13,13.918893998185379,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.02, 'e': 0.09632763823049303}",20,12,-26.776412276550264,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
235,False,"{'a': 0.02, 'e': 0.09536916221554961}",20,3,25.77182625334199,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.02, 'e': 0.09442022319630235}",25,7,4.204462728816174,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
237,False,"{'a': 0.02, 'e': 0.09348072627805847}",20,3,19.3765657810489,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.02, 'e': 0.09255057751034329}",35,0,-5.0836133272875745,"{0: 33, 1: 1, 2: 0, 3: 0, 4: 1}",0
239,False,"{'a': 0.02, 'e': 0.09162968387750484}",25,0,-7.495881384398024,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
240,False,"{'a': 0.02, 'e': 0.09071795328941251}",25,0,26.10287921018512,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
241,False,"{'a': 0.02, 'e': 0.08981529457224763}",20,8,22.801140219925824,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.02, 'e': 0.08892161745938634}",30,13,30.566411451346884,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.02, 'e': 0.08803683258237255}",30,13,28.44845745713893,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.02, 'e': 0.0871608514619813}",20,0,-13.9846823324528,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
245,False,"{'a': 0.02, 'e': 0.0862935864993705}",30,0,-19.048995155317293,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
246,False,"{'a': 0.02, 'e': 0.08543495096732123}",25,17,14.000348008823696,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.02, 'e': 0.08458485900156469}",20,3,-40.73857107808459,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
248,False,"{'a': 0.02, 'e': 0.08374322559219596}",20,8,-4.666575151397323,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.02, 'e': 0.08290996657517266}",20,12,11.211239031752935,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.02, 'e': 0.0820849986238988}",20,0,11.481390046746547,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
251,False,"{'a': 0.02, 'e': 0.08126823924089167}",20,0,4.8372396428807924,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
252,False,"{'a': 0.02, 'e': 0.08045960674953244}",20,0,33.8726469471902,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
253,False,"{'a': 0.02, 'e': 0.07965902028589801}",30,10,35.801349280504134,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.02, 'e': 0.07886639979067495}",25,15,18.086565289791423,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.02, 'e': 0.07808166600115313}",20,8,17.99863994853959,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.02, 'e': 0.07730474044329974}",20,0,21.88364427876052,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
257,False,"{'a': 0.02, 'e': 0.07653554542391151}",20,3,27.237867641949027,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.02, 'e': 0.07577400402284548}",20,0,15.924153601629918,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
259,False,"{'a': 0.02, 'e': 0.07502004008532698}",20,13,11.485440585455265,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.02, 'e': 0.07427357821433388}",25,0,19.326765107259007,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
261,False,"{'a': 0.02, 'e': 0.0735345437630571}",25,7,-19.816404093130625,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
262,False,"{'a': 0.02, 'e': 0.07280286282743559}",20,13,1.315131526993986,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.02, 'e': 0.0720784622387661}",20,5,19.343880354471406,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.02, 'e': 0.07136126955638605}",30,14,17.589299196961363,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.02, 'e': 0.0706512130604296}",30,13,29.432250865462205,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.02, 'e': 0.06994822174465536}",25,4,34.892646255757356,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.02, 'e': 0.069252225309346}",25,14,21.284779745849168,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.02, 'e': 0.06856315415427791}",20,10,21.80039137391178,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.02, 'e': 0.06788093937176144}",30,18,19.27324937047839,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.02, 'e': 0.06720551273974976}",25,16,15.621032720911908,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.02, 'e': 0.06653680671501686}",20,0,15.04453341198045,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
272,False,"{'a': 0.02, 'e': 0.06587475442640295}",25,14,16.317110990133457,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.02, 'e': 0.06521928966812753}",30,7,26.532414358905314,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.02, 'e': 0.06457034689316847}",20,5,12.995649851091574,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.02, 'e': 0.06392786120670757}",25,17,13.530223133739698,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.02, 'e': 0.0632917683596407}",20,2,25.750555089159338,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.02, 'e': 0.06266200474215315}",20,4,5.217054301755694,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
278,False,"{'a': 0.02, 'e': 0.06203850737735829}",20,0,29.134746053298564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.02, 'e': 0.06142121391500013}",30,0,37.84755771593795,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
280,False,"{'a': 0.02, 'e': 0.06081006262521795}",20,0,7.2755176604062255,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
281,False,"{'a': 0.02, 'e': 0.06020499239237354}",25,19,12.135179675783672,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.02, 'e': 0.05960594270893937}",30,18,22.37587639110739,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.02, 'e': 0.05901285366944784}",20,0,31.05866918773908,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.02, 'e': 0.05842566596450083}",20,4,16.274945469320844,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.02, 'e': 0.057844320874838456}",30,6,35.713930842206985,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.02, 'e': 0.05726876026546736}",20,8,22.028647262141188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.02, 'e': 0.0566989265798469}",25,16,-12.40926807055111,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
288,False,"{'a': 0.02, 'e': 0.056134762834133725}",25,7,6.596013425823417,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
289,False,"{'a': 0.02, 'e': 0.05557621261148306}",20,8,17.41700746069766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.02, 'e': 0.05502322005640723}",25,3,29.009246277586477,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.02, 'e': 0.05447572986918986}",25,0,35.50673065972001,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.02, 'e': 0.05393368730035602}",25,0,32.82587320338336,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.02, 'e': 0.053397038145197084}",20,0,25.311996253476817,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
294,False,"{'a': 0.02, 'e': 0.05286572873835037}",20,3,28.918969401865105,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.02, 'e': 0.05233970594843238}",30,11,29.712890093524948,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.02, 'e': 0.05181891717272583}",30,12,30.24583922547408,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.02, 'e': 0.05130331033191911}",25,2,36.675036771617485,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.02, 'e': 0.0507928338648985}",30,17,-0.8217986134978597,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
299,False,"{'a': 0.02, 'e': 0.050287436723591865}",20,0,30.762610459280175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.02, 'e': 0.049787068367863944}",25,0,30.51496666002297,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
301,False,"{'a': 0.02, 'e': 0.04929167876046215}",25,0,-27.72853029980983,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
302,False,"{'a': 0.02, 'e': 0.04880121836201296}",30,7,-24.647947068386983,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
303,False,"{'a': 0.02, 'e': 0.04831563812606777}",30,8,40.552682402175556,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.02, 'e': 0.04783488949419837}",25,0,27.924223086417115,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
305,False,"{'a': 0.02, 'e': 0.04735892439114091}",30,18,18.200606040609586,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.02, 'e': 0.046887695219988486}",30,0,35.92129602636505,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
307,False,"{'a': 0.02, 'e': 0.04642115485743125}",25,7,-4.520179852418484,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
308,False,"{'a': 0.02, 'e': 0.045959256649044204}",30,16,23.73843359677685,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.02, 'e': 0.04550195440462157}",20,0,28.8274107979632,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
310,False,"{'a': 0.02, 'e': 0.0450492023935578}",20,15,9.002115512408546,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.02, 'e': 0.044600955340274535}",25,13,-23.765902174993915,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
312,False,"{'a': 0.02, 'e': 0.04415716841969286}",25,0,11.047451044145,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
313,False,"{'a': 0.02, 'e': 0.04371779725275094}",30,0,33.25618456473525,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.02, 'e': 0.043282797901965896}",20,10,4.802744976560702,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.02, 'e': 0.04285212686704019}",20,0,17.738272757133352,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
316,False,"{'a': 0.02, 'e': 0.042425741080511385}",20,0,18.083527988775476,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
317,False,"{'a': 0.02, 'e': 0.04200359790344555}",25,5,33.19507789331051,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.02, 'e': 0.04158565512117316}",25,13,22.526665402429614,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.02, 'e': 0.04117187093906774}",20,0,21.080882670888634,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
320,False,"{'a': 0.02, 'e': 0.04076220397836621}",20,12,17.857873612879075,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.02, 'e': 0.04035661327203115}",25,7,24.96630859181048,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.02, 'e': 0.039955058260653896}",25,13,21.614342340208193,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.02, 'e': 0.039557498788398725}",30,14,5.536368533475982,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
324,False,"{'a': 0.02, 'e': 0.039163895098987066}",20,0,17.737029466141205,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
325,False,"{'a': 0.02, 'e': 0.03877420783172201}",20,16,9.824666832445685,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.02, 'e': 0.038388398017552054}",25,11,16.793775431592653,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.02, 'e': 0.038006427075174314}",25,13,22.71682532187839,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.02, 'e': 0.0376282568071762}",20,15,6.542527119305962,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.02, 'e': 0.03725384939621581}",20,1,-9.575661852766865,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
330,False,"{'a': 0.02, 'e': 0.036883167401239994}",20,7,19.151153663741056,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.02, 'e': 0.0365161737537404}",25,15,18.017258773193397,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.02, 'e': 0.03615283175404641}",25,20,7.189051178229145,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.02, 'e': 0.0357931050676553}",25,7,21.90184056587563,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.02, 'e': 0.03543695772159864}",30,20,13.842806794490851,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.02, 'e': 0.035084354100845025}",25,0,-7.764523058670929,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
336,False,"{'a': 0.02, 'e': 0.03473525894473856}",25,8,30.600406851234688,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.02, 'e': 0.03438963734347271}",20,6,17.44860330352275,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.02, 'e': 0.034047454734599344}",25,17,15.390545949496012,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.02, 'e': 0.033708676899572396}",20,0,27.102407042632006,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
340,False,"{'a': 0.02, 'e': 0.03337326996032608}",30,12,31.253866313091464,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.02, 'e': 0.03304120037588693}",30,0,43.85309077849046,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
342,False,"{'a': 0.02, 'e': 0.03271243493901982}",20,9,21.82574933704713,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.02, 'e': 0.03238694077290704}",20,3,19.613140621229253,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.02, 'e': 0.03206468532786077}",25,11,23.67321449719782,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.02, 'e': 0.03174563637806794}",35,11,41.17988512535074,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.02, 'e': 0.03142976201836771}",20,4,2.4101225827748904,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
347,False,"{'a': 0.02, 'e': 0.03111703066106086}",25,7,26.39533387541219,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.02, 'e': 0.030807411032751076}",20,0,-15.18374705968714,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
349,False,"{'a': 0.02, 'e': 0.030500872171217483}",25,10,-3.1834686082597026,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
350,False,"{'a': 0.02, 'e': 0.0301973834223185}",20,9,20.159482022176377,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.02, 'e': 0.029896914436926308}",25,11,25.619398909289977,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.02, 'e': 0.029599435167892}",20,8,8.841555484594302,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.02, 'e': 0.029304915867040746}",20,0,18.410657409896583,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.02, 'e': 0.029013327082197053}",20,13,15.14640844809012,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.02, 'e': 0.028724639654239423}",35,13,18.863979894133042,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.02, 'e': 0.028438824714184505}",30,0,41.83230257723348,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
357,False,"{'a': 0.02, 'e': 0.028155853680300096}",20,8,-21.760803423707703,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
358,False,"{'a': 0.02, 'e': 0.027875698255247015}",20,15,11.681585885251284,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.02, 'e': 0.027598330423249287}",25,0,27.628336630527617,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
360,False,"{'a': 0.02, 'e': 0.02732372244729256}",20,0,26.032283351738304,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.02, 'e': 0.027051846866350416}",30,12,17.928392204533395,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.02, 'e': 0.026782676492638175}",25,0,35.98417529581024,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
363,False,"{'a': 0.02, 'e': 0.02651618440889418}",20,9,22.993220633616698,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.02, 'e': 0.02625234396568796}",25,17,15.277915079854887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.02, 'e': 0.025991128778755347}",20,1,21.921768677909277,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.02, 'e': 0.02573251272635994}",25,14,20.990002267678832,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.02, 'e': 0.025476469946681016}",25,19,9.736890782891502,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
